engine.cpp( 83:16 ): Rotation: pitch: 0, yaw: -0, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.15873677, yaw: 0.65557206, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.1143701, yaw: 0.6504632, roll: 4.6811683e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.016657881, yaw: 0.63658214, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.025303664, yaw: 0.6274949, roll: 1.1504898e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.07201995, yaw: 0.61574745, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.11205242, yaw: 0.6034298, roll: -4.5243094e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14352468, yaw: 0.5915941, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.17533529, yaw: 0.579903, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2055172, yaw: 0.56984246, roll: -4.424409e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.23569383, yaw: 0.5620188, roll: 4.402475e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.25901085, yaw: 0.55740964, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2808156, yaw: 0.5541794, roll: -8.76196e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3044768, yaw: 0.55220747, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.32722408, yaw: 0.55082047, roll: 8.743833e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.34481913, yaw: 0.55029523, roll: -8.741015e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.36264375, yaw: 0.55029523, roll: -8.741015e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3752057, yaw: 0.5508079, roll: -8.7437675e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38562763, yaw: 0.5510751, roll: 8.745204e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.39343378, yaw: 0.55135405, roll: -8.7467e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.39706787, yaw: 0.55163354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.39785516, yaw: 0.55163354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.39785516, yaw: 0.55163354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.39785516, yaw: 0.55163354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.3967642, yaw: 0.55163354, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.39509013, yaw: 0.55163354, roll: -8.748206e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.39274037, yaw: 0.55163354, roll: -8.748206e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.39030957, yaw: 0.5521737, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.38751808, yaw: 0.5530111, roll: 8.755637e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38594127, yaw: 0.5537995, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.38539958, yaw: 0.5543411, roll: 8.762838e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38539958, yaw: 0.5543411, roll: 8.762838e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38539958, yaw: 0.5543411, roll: 8.762838e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38539958, yaw: 0.5543411, roll: 8.762838e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3848555, yaw: 0.55515736, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.3842972, yaw: 0.55711114, roll: 8.777925e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.38348868, yaw: 0.55926734, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.38131616, yaw: 0.5625261, roll: 8.807764e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.37880328, yaw: 0.566435, roll: 8.8295895e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.37539598, yaw: 0.5714148, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.37241608, yaw: 0.57602024, roll: 8.884153e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.36836705, yaw: 0.58276856, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.3644503, yaw: 0.5897627, roll: 8.965016e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.36194205, yaw: 0.59450054, roll: -8.993634e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3608241, yaw: 0.59589803, roll: -9.0021475e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3605446, yaw: 0.59561855, roll: 9.0004395e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3594486, yaw: 0.5939745, roll: 8.990437e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.35808253, yaw: 0.59096926, roll: -8.972269e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.35644555, yaw: 0.58551264, roll: 8.939672e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.35483965, yaw: 0.57828593, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.35316095, yaw: 0.5648564, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.35152593, yaw: 0.5438738, roll: -8.706894e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.3496275, yaw: 0.5210926, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.34627193, yaw: 0.48641855, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.3423683, yaw: 0.4515649, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.33777374, yaw: 0.4131867, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.33358017, yaw: 0.36929387, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.32947785, yaw: 0.32903972, roll: -3.93647e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.32535046, yaw: 0.28528926, roll: 3.882208e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.32117224, yaw: 0.2424621, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.31600854, yaw: 0.19463019, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.31127325, yaw: 0.1508985, roll: 1.8840547e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.30236387, yaw: 0.069904044, roll: 9.336028e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.29733083, yaw: 0.026563613, roll: 2.3291286e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.2921668, yaw: -0.016107358, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.28602546, yaw: -0.06272565, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2804084, yaw: -0.099236555, roll: -9.359272e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.27291825, yaw: -0.14528742, roll: 1.8824786e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.26679042, yaw: -0.18010455, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2620275, yaw: -0.20286065, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2537159, yaw: -0.23222837, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.24769442, yaw: -0.24924552, roll: -3.8440766e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.24071006, yaw: -0.2651699, roll: 1.9301063e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.23469257, yaw: -0.27589673, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.22743359, yaw: -0.28427243, roll: -3.881053e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.22408749, yaw: -0.28566664, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.2196276, yaw: -0.28566667, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.21544082, yaw: -0.28095654, roll: -1.9386588e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.21020442, yaw: -0.26996008, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.20265353, yaw: -0.24842606, roll: -1.9216382e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.19532554, yaw: -0.22303984, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.18581955, yaw: -0.18473628, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.17775, yaw: -0.14661472, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.16095518, yaw: -0.062360555, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.15344153, yaw: -0.017000541, roll: -1.1643214e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14897719, yaw: 0.013724736, roll: 1.1642629e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14605397, yaw: 0.0384394, roll: 2.3300278e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.1438228, yaw: 0.06493458, roll: -4.666448e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14270398, yaw: 0.079758465, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14217733, yaw: 0.09081847, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14165153, yaw: 0.10133416, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14165156, yaw: 0.1111473, roll: -9.37105e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14165156, yaw: 0.12120537, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14269893, yaw: 0.13167886, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1432576, yaw: 0.13977994, roll: -9.404956e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14456598, yaw: 0.15678917, roll: 9.428883e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14540204, yaw: 0.16709997, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14621964, yaw: 0.17827395, roll: -9.463207e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.14677934, yaw: 0.19030781, roll: -1.8968913e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14758499, yaw: 0.20346685, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14814335, yaw: 0.213517, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1484226, yaw: 0.22636077, roll: -1.9114061e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14868443, yaw: 0.23604901, roll: -1.9157707e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14895672, yaw: 0.24721424, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14895672, yaw: 0.26021415, roll: 1.927536e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1483987, yaw: 0.27695495, roll: -1.936438e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1475577, yaw: 0.29321408, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14649506, yaw: 0.30968475, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14513183, yaw: 0.32986063, roll: 1.9687871e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14432557, yaw: 0.34786683, roll: 3.9626444e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14348471, yaw: 0.36636606, roll: 1.9950457e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14293821, yaw: 0.38686115, roll: -2.0112834e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14238392, yaw: 0.40958637, roll: -2.0306052e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1421048, yaw: 0.43498516, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1418424, yaw: 0.4541404, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.1415642, yaw: 0.47639725, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14129533, yaw: 0.49844468, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.14077237, yaw: 0.517009, roll: -4.2853845e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.14021242, yaw: 0.54108816, roll: -4.3461426e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.13881555, yaw: 0.59249187, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13797754, yaw: 0.6148397, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13716039, yaw: 0.6404424, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13660221, yaw: 0.66472393, roll: 9.466018e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1357958, yaw: 0.6886484, roll: 4.824846e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.13526674, yaw: 0.71430755, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13498679, yaw: 0.7439825, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13470757, yaw: 0.7774878, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13416961, yaw: 0.801427, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13361096, yaw: 0.83019733, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13305302, yaw: 0.8541881, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13226518, yaw: 0.874935, roll: 5.8112604e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.1317092, yaw: 0.8960633, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13117458, yaw: 0.91210103, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13061814, yaw: 0.93102074, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.13036026, yaw: 0.9464928, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12980273, yaw: 0.971303, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12927857, yaw: 0.9901737, roll: 6.791223e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12845048, yaw: 1.0163958, roll: -7.076467e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12766486, yaw: 1.0397023, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12654458, yaw: 1.0755525, roll: -7.838652e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12546805, yaw: 1.1062323, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.124419525, yaw: 1.1400487, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.12284918, yaw: 1.1787835, roll: -9.750807e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.12038249, yaw: 1.2242792, roll: 1.0968874e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.11814614, yaw: 1.2636955, roll: 1.2323309e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.115335084, yaw: 1.3020282, roll: -1.4028916e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.11057811, yaw: 1.3588321, roll: 1.7707348e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.106108434, yaw: 1.4046464, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.10079554, yaw: 1.4569371, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.096523754, yaw: 1.494581, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.09202892, yaw: 1.5363543, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 3.0592468, yaw: 1.5186436, roll: -3.1415925
engine.cpp( 83:16 ): Rotation: pitch: 3.064543, yaw: 1.4779433, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0692995, yaw: 1.4446491, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0734787, yaw: 1.4164398, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0764282, yaw: 1.3936479, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0797837, yaw: 1.368202, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.082852, yaw: 1.3453295, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0848043, yaw: 1.32441, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0863948, yaw: 1.3090358, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0880725, yaw: 1.2925375, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.089423, yaw: 1.2763337, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.090208, yaw: 1.261415, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0907688, yaw: 1.2468392, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.091047, yaw: 1.2287537, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.091047, yaw: 1.2146137, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.091047, yaw: 1.2007608, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0902073, yaw: 1.1811706, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.089649, yaw: 1.1619059, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.088082, yaw: 1.1370971, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0856228, yaw: 1.1160561, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0829432, yaw: 1.0871173, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0801442, yaw: 1.0641651, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.075685, yaw: 1.0298856, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0730631, yaw: 1.0057638, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0709722, yaw: 0.9879905, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0699105, yaw: 0.9813545, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0696442, yaw: 0.98108816, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.069365, yaw: 0.9875088, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0696442, yaw: 1.0109597, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0696442, yaw: 1.0419071, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0696442, yaw: 1.0715373, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0693722, yaw: 1.104991, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0685804, yaw: 1.1387748, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0683005, yaw: 1.1874682, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0674713, yaw: 1.2374992, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0661263, yaw: 1.2821479, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0641663, yaw: 1.3247101, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0625367, yaw: 1.3608317, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.06145, yaw: 1.392618, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.060053, yaw: 1.4278245, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0587063, yaw: 1.4695716, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0575902, yaw: 1.5005448, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0564728, yaw: 1.5318322, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0564728, yaw: 1.5529822, roll: 3.1415925
engine.cpp( 83:16 ): Rotation: pitch: -0.08512047, yaw: 1.5670937, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08538211, yaw: 1.5502852, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08592548, yaw: 1.5339799, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08620561, yaw: 1.5185659, roll: 7.135518e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.08674129, yaw: 1.5065118, roll: 5.7990743e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.08702074, yaw: 1.5003685, roll: -5.2938354e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.08702063, yaw: 1.4992524, roll: 5.2114164e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.08702063, yaw: 1.4992524, roll: 5.2114164e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.0870208, yaw: 1.5003142, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.08702074, yaw: 1.5074954, roll: -5.8890116e-08
engine.cpp( 83:16 ): Rotation: pitch: -0.086179756, yaw: 1.5237546, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.085362166, yaw: 1.5482713, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 3.0576286, yaw: 1.5563982, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0590062, yaw: 1.5112171, roll: 3.1415925
engine.cpp( 83:16 ): Rotation: pitch: 3.0595567, yaw: 1.471029, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0606215, yaw: 1.416718, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0617402, yaw: 1.3644263, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0628173, yaw: 1.3194526, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.064214, yaw: 1.2764405, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0656102, yaw: 1.240139, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0666955, yaw: 1.2181607, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0675344, yaw: 1.2038976, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0678034, yaw: 1.1993245, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.068083, yaw: 1.1942903, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0683587, yaw: 1.1959434, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0694067, yaw: 1.2048526, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0702443, yaw: 1.2207656, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0707674, yaw: 1.2414296, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0713272, yaw: 1.2733314, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0716064, yaw: 1.3166323, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0702982, yaw: 1.3621635, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0661674, yaw: 1.4076017, roll: 3.1415925
engine.cpp( 83:16 ): Rotation: pitch: 3.063658, yaw: 1.4310217, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0623085, yaw: 1.4356097, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.061226, yaw: 1.4318223, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.058988, yaw: 1.4147577, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.055915, yaw: 1.3639158, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0545187, yaw: 1.2932572, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0547984, yaw: 1.1878729, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.055849, yaw: 1.0864842, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0571854, yaw: 0.9809076, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0594175, yaw: 0.9013871, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.064463, yaw: 0.77300894, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0705564, yaw: 0.6376268, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0708356, yaw: 0.6415333, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0719123, yaw: 0.6735636, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0733173, yaw: 0.7693893, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0727627, yaw: 0.8550646, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0699754, yaw: 0.9180597, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0670066, yaw: 0.9553051, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.065054, yaw: 0.9692518, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0642161, yaw: 0.967576, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.062311, yaw: 0.9498863, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.06065, yaw: 0.91113126, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0601268, yaw: 0.8564379, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0601268, yaw: 0.7939971, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0601268, yaw: 0.7477504, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0598474, yaw: 0.70975435, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0580122, yaw: 0.69979256, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0563965, yaw: 0.70356256, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.054443, yaw: 0.7270058, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0530462, yaw: 0.8060525, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0519993, yaw: 0.8576223, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0495644, yaw: 0.9244439, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.046254, yaw: 0.98292917, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0434532, yaw: 1.0168194, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.042634, yaw: 1.0228252, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0421102, yaw: 1.0209917, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.039597, yaw: 1.0028403, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0384839, yaw: 0.96972823, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0382216, yaw: 0.9293221, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.038501, yaw: 0.8996999, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0390427, yaw: 0.8864264, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0390427, yaw: 0.88586795, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0409966, yaw: 0.8987066, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.043975, yaw: 0.93824035, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0461793, yaw: 0.9900394, roll: 3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.047858, yaw: 1.0566288, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.047858, yaw: 1.1406679, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.043951, yaw: 1.2143413, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.037836, yaw: 1.2643234, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.028955, yaw: 1.298738, roll: -3.1415927
engine.cpp( 83:16 ): Rotation: pitch: 3.0233467, yaw: 1.306483, roll: 3.1415927
